Data Beta, Data Omega, Data Omega Prime, Data Process time, Data Temporal Displacement, Data Effect Metric, Data Normalized Process Time, Data Normalized Reference Time, Data Process Action, Data Effect Parameter, Model Beta, Model Omega, Model Omega Prime, Model Process time, Model Temporal Displacement, Model Effect Metric, Model Normalized Process Time, Model Normalized Reference Time, Model Process Action, Model Effect Parameter, Local Seperation, Total Seperation, Standard Error Estimate
1.0, 1.083333333333334, -2.9166666666666785, 0.9230769230769226, 2.4852071005917233, 7.4368377156749315, 0.13446575523522028, 0.0, 6.864773276007625, 97.8230191831087, 1.0, 0.2760412453408678, 0.038099384564667105, 3.622647038724797, -0.4999999999999805, 0.027606682681734815, 36.22311349496627, 0.0, 0.10000926726600176, 1.3077968151321935, 56.892091784474424, 3074.4342598817834, 118.63022031668399
1.1083333333333334, 0.7916666666666661, -3.541666666666673, 1.400000000000001, 6.263157894736864, 5.434612176839366, 0.20393972877341768, 0.01456712348381554, nan, nan, 1.0276041245340868, 0.27985118379733454, 0.05767492692510867, 3.6719663307848203, -0.7567607430699426, 0.02798771183509461, 36.71626071430191, 0.9999073359274085, nan, nan, 98.59555344279562, nan, nan
1.1583333333333332, 0.3749999999999991, -2.083333333333325, 3.0888888888888957, 17.160493827160504, 2.5742899785028532, 0.44996225872230317, 0.02913424696763108, nan, nan, 1.055970236759467, 0.28757623072588956, 0.07831668507277434, 3.671966330784797, -1.000000000000049, 0.028760288118014878, 36.716260714301676, 1.999814671854817, nan, nan, 164.9779539940939, nan, nan
1.1833333333333333, 0.3750000000000009, -0.41666666666666474, 3.1555555555555483, 3.50617283950614, 2.5742899785028657, 0.45967367437817813, 0.04370137045144661, nan, nan, 1.0851193706792646, 0.29551452081188945, 0.08047854860060877, 3.6719663307848083, -0.9999999999999146, 0.02955419069286069, 36.71626071430179, 2.9997220077822253, nan, nan, 74.11223649620337, nan, nan
1.2333333333333334, 0.2916666666666661, -0.4166666666666692, 4.2285714285714375, 6.040816326530674, 2.002225538835553, 0.615981221601344, 0.05826849393526216, nan, nan, 1.1150731409218448, 0.3036719404460113, 0.0827000884785134, 3.6719663307848145, -1.0000000000000495, 0.030370008253250515, 36.71626071430185, 3.999629343709634, nan, nan, 98.29817870835092, nan, nan
1.2416666666666667, 0.29166666666666696, 4.440892098500626e-15, 4.257142857142853, -6.481889854791106e-14, 2.0022255388355594, 0.6201432568824322, 0.0728356174190777, nan, nan, 1.1458537587684667, 0.3120545385075921, 0.08498295201984996, 3.6719663307847985, -0.99999999999999, 0.03120834574317462, 36.71626071430169, 4.999536679637043, nan, nan, 9.9715463698867e-06, nan, nan
1.2916666666666667, 0.29166666666666696, -0.8333333333333306, 4.428571428571424, 12.653061224489731, 2.0022255388355594, 0.6451154685689732, 0.08740274090289323, nan, nan, 1.177484048623363, 0.32066853084998126, 0.08732883201067598, 3.6719663307848154, -0.9999999999999506, 0.032069824805571905, 36.71626071430186, 5.999444015564451, nan, nan, 140.97406583906607, nan, nan
1.3, 0.1250000000000009, -6.217248937900877e-15, 10.399999999999926, 5.172751116333455e-13, 0.8580966595009593, 1.5149808423168052, 0.10196986438670876, nan, nan, 1.209987464938463, 0.3295203049097273, 0.0897394679649155, 3.6719663307848096, -0.9999999999999528, 0.032955084243291306, 36.716260714301804, 6.999351351491859, nan, nan, 2.7281860017849354e-05, nan, nan
1.3166666666666669, 0.2916666666666661, 1.4583333333333206, 4.514285714285724, -22.57142857142847, 2.002225538835553, 0.6576015744122456, 0.11653698787052431, nan, nan, 1.2433881096053085, 0.33861642444296436, 0.09221664741424274, 3.6719663307848243, -0.9999999999999717, 0.03386478049277431, 36.716260714301946, 7.999258687419268, nan, nan, 181.59287359634502, nan, nan
1.3583333333333334, 0.4166666666666652, 0.41666666666666985, 3.2600000000000118, -3.2600000000000477, 2.8603221983365, 0.47488822557238825, 0.13110411135433983, nan, nan, 1.2777107498270561, 0.3479636343925758, 0.09476220723358963, 3.6719663307848167, -1.0000000000000537, 0.03479958811081644, 36.716260714301875, 8.999166023346676, nan, nan, 69.61853580307925, nan, nan
1.4, 0.375, 0.6250000000000209, 3.733333333333333, -6.22222222222243, 2.5742899785028595, 0.5438392767291134, 0.1456712348381554, nan, nan, 1.3129808364838238, 0.3575688658896823, 0.09737803500319053, 3.6719663307848136, -1.0000000000000515, 0.03576020027476238, 36.71626071430184, 9.999073359274085, nan, nan, 96.2998583496117, nan, nan
1.4333333333333333, 0.5416666666666696, 0.6249999999999982, 2.646153846153832, -3.0532544378697803, 3.718418857837484, 0.3854684983409629, 0.16023835832197092, nan, nan, 1.3492245230049926, 0.36743924139321393, 0.10006607040829807, 3.6719663307848065, -0.9999999999999957, 0.03674732929651087, 36.71626071430177, 10.998980695201494, nan, nan, 67.4822645893476, nan, nan
1.5083333333333335, 0.5, -1.4583333333333375, 3.016666666666667, 8.798611111111137, 3.4323866380038126, 0.43944155842843546, 0.17480548180578645, nan, nan, 1.3864686847624663, 0.37758207997134186, 0.10282830667748444, 3.671966330784814, -0.9999999999999901, 0.03776170715070678, 36.716260714301846, 11.998888031128901, nan, nan, 117.17861597793382, nan, nan
1.5333333333333334, 0.2500000000000018, -0.8333333333333399, 6.13333333333329, 20.444444444444315, 1.7161933190019185, 0.89345024034068, 0.189372605289602, nan, nan, 1.4247409389992611, 0.3880049027287109, 0.10566679206063712, 3.6719663307848087, -0.9999999999999692, 0.038804086017514665, 36.71626071430179, 12.99879536705631, nan, nan, 174.6282167527949, nan, nan
